"global_category","indicator_name","value","count"
"Sectoral Information","Capacity building needs","""It is required to establish the Measurement, Reporting and Verification system (MRV) for each of the measures that make up the contribution; Based on the methodologies adopted, perform the recalculation of the emission reduction projections, including the estimation of the grid emission factor.""",1
"Sectoral Information","Capacity building needs","""It is required to officially establish the MRV system for the measures that make upthe contribution.""",1
"Sectoral Information","Capacity building needs","""Some of the key barriers for the energy sector include, for instance, limitation of grid connection due to inadequate capacity of transmission lines, lack of support by financial institutions for energy efficiency and renewable energy investments, lack of domestic technological and technical resources and negative public perception particularly against waste-to-energy and biomass power plants.""",1
"Sectoral Information","Capacity building needs","""The MRV system must be established for each of the measures that make up the contribution; based on the methodologies adopted perform the recalculation of emissions reduction projections.""",1
"Sectoral Information","Capacity building needs","Access to renewable energy sources 
Support for the development of efficient cooking equipment markets (improved cookstoves, gas cooking equipment).
Training of public and private actors and users on renewable energy systems.
Capacity building on initiatives and energy saving measures in different sectors (domestic, industry, services).
Adoption of labels and standards for efficient lamps and electrical appliances.",1
"Sectoral Information","Capacity building needs","Assistance from Development Partner: Austrian Development Cooperation",1
"Sectoral Information","Capacity building needs","Assistance from Development Partner: EU",1
"Sectoral Information","Capacity building needs","Assistance from Development Partner: Global Alliance For Clean Cookstoves",1
"Sectoral Information","Capacity building needs","Awareness raising through promotion of Energy Standards and Labeling; Public sector capacity for promoting, regulating and monitoring energy efficiency. Public sector capacity for promoting, regulating and monitoring energy efficiency.",1
"Sectoral Information","Capacity building needs","Each municipality will select forest areas as centers for environmental initiatives, education and learning for young people and adults",1
"Sectoral Information","Capacity building needs","Establishment of cells responsible for Climate Change issues in their relationship with biodiversity.
Consideration of the issue of Climate Change in the management of biological resources.
Training of stakeholders (policymakers, technicians, farmers, local authorities) in the development of integrated projects for the conservation of biological resources in a modified climate and in ex situ and in situ conservation methodology.
Popularization of local knowledge in the management of biological resources.
Establishment of information systems and alerts on the adverse effects of climate change on biodiversity",1
"Sectoral Information","Capacity building needs","Improve the technical capacity and management of pre-collection NGOs",1
"Sectoral Information","Capacity building needs","Singapore is continuing to invest significantly in research and development to harness the potential of low-carbon technologies and explore effective international cooperation.",1
"Sectoral Information","Capacity building needs","The Ministry of Agriculture (MINAGRI), through the National Forest Corporation (CONAF) has been working since 2013 in a National Strategy for Climate Change and Vegetation Resources (ENCCRV), which is a public policy instrument validated by the Council of Ministers for Sustainability.",1
"Sectoral Information","Capacity building needs","The restoration and conservation of ecosystems and their services are crucial to increase the capacity to adapt to climate change and maintain or improve the capacity to mitigate greenhouse gases in those ecosystems that are socially and culturally viable and economically efficient.",1
"Sectoral Information","Capacity building needs","The Syrian Arab Republic has not received a significant international support in the field of integrated solid waste management in which consider as a priority of priorities for the recovery phase, in particular to ensure an appropriate environment for the return of internally displaced persons and refugees to their areas and normal life. ",1
"Sectoral Information","Capacity building needs","Training of rural development actors (managers, technicians, producers, local authorities) on the issue of climate - agriculture relations. |Support for adoption of improved technologies for sustainable land management| Use of agro-climatology models (capacity building in agro-climatic risk modeling, familiarization with DSSAT software, SARRAH, etc.).
Popularization of local knowledge in risk management or agro-climatic crises.
Monitoring and evaluation of agricultural and hydro-agricultural development projects.",1
"Sectoral Information","Capacity building needs","Training programs; Strengthening Risk Management system",1
