"global_category","indicator_name","value","count"
"Sectoral Information","Capacity Building Needs for Sectoral Implementation","Implementation of robust awareness campaigns; Provision of incentives; Appropriate legislation; An independent efficient judicial system; Good governance; Political stability",2
"Sectoral Information","Capacity Building Needs for Sectoral Implementation","Improving national policies and legislation; enhancing climate change education, training and public awareness|Mainstreaming gender into development policies, plans and strategies as well as observance of human rights in all climate change adaptation and mitigation actions|Provide adequate support for policies and programmes that take into account the interactions between population dynamics, climate change and development, including the link between the national and sub-national governments",2
"Sectoral Information","Capacity Building Needs for Sectoral Implementation","Inform, educate and communicate about the climate, climate risks and adaptation technologies (development of the population‘s reactivity).",2
"Sectoral Information","Capacity Building Needs for Sectoral Implementation","Institutional capacity for managing water resources",2
"Sectoral Information","Capacity Building Needs for Sectoral Implementation","Institutional capacity for providing timely Early warning systems",2
"Sectoral Information","Capacity Building Needs for Sectoral Implementation","Institutional capacity to maximize germ-plasm of adapted crops",2
"Sectoral Information","Capacity Building Needs for Sectoral Implementation","Institutional capacity to maximize germ-plasm of adapted livestock",2
"Sectoral Information","Capacity Building Needs for Sectoral Implementation","Integration of climate change effects tools in strategies, policies and action plans and in the monitoring and field evaluation. In the risk management field, the capacity building on Geographic Information Systems (GIS) and risk assessment as well as the awareness and preparedness of civil society for risk management matters are priorities.",2
"Sectoral Information","Capacity Building Needs for Sectoral Implementation","Maximise opportunities for skills transfer to local staff and/or communities and to require future externally funded development projects.",2
"Sectoral Information","Capacity Building Needs for Sectoral Implementation","National centre for sustainable energy strengthened and expanded. Combine public and private competencies.",2
"Sectoral Information","Capacity Building Needs for Sectoral Implementation","New initiatives to invest resilience economy wide infrastructure buildings, sea wall and foreshore protection;|Incentives to invest resilience energy efficient appliances.",2
"Sectoral Information","Capacity Building Needs for Sectoral Implementation","Operators and analysts for hydrological, meteorological and data integrated systems",2
"Sectoral Information","Capacity Building Needs for Sectoral Implementation","Practitioners for watershed management",2
"Sectoral Information","Capacity Building Needs for Sectoral Implementation","Practitioners group built in university, government and local delivery levels",2
"Sectoral Information","Capacity Building Needs for Sectoral Implementation","Protected areas and species ecologists, and ecological economists trained and working",2
"Sectoral Information","Capacity Building Needs for Sectoral Implementation","Scaling up Climate Smart Agriculture",2
"Sectoral Information","Capacity Building Needs for Sectoral Implementation","Support insitutions in defining adaptation priorities during NAP development.",2
"Sectoral Information","Capacity Building Needs for Sectoral Implementation","Support services for index insurancex|Institutional frameworks (policies) to coordinate disaster risk reduction",2
"Sectoral Information","Capacity Building Needs for Sectoral Implementation","Technical training, capacity building workshops, expert guidance, and feasibility and technical studies|Technical and economically feasibility studies for all levels of implementation (actions, projects, programs, policies)|Comprehensive analysis for policy implication",2
"Sectoral Information","Capacity Building Needs for Sectoral Implementation","There is a shortage of experts and technical staff who are specialised in climate change and the assessment of the effectiveness of adaptation measures, particularly at the local level.",2
"Sectoral Information","Capacity Building Needs for Sectoral Implementation","There is an apparent need to feed information and knowledge to enable improved decision-making and environmental management.",2
"Sectoral Information","Capacity Building Needs for Sectoral Implementation","To build capacity of community forestry groups to conduct modern technologies for forest seedlings and tree plantations|To set up fully equipped stations fighting forest fires and insects outburst and capacity building",2
"Sectoral Information","Capacity Building Needs for Sectoral Implementation","To conduct studies and introduce sustainable water supply with closed systems preventing evaporation loss",2
"Sectoral Information","Capacity Building Needs for Sectoral Implementation","To create regulations for pasture use;|To set up taxation system for pasture use;|To increase community participation in proper use of pastures, their monitoring and conservation.",2
"Sectoral Information","Capacity Building Needs for Sectoral Implementation","To create regulations on soil protection (soil texture, nutrient and moisture).",2
"Sectoral Information","Capacity Building Needs for Sectoral Implementation","To establish early detection and prediction system;|To conduct disaster risk assessments at local and sub- national levels",2
"Sectoral Information","Capacity Building Needs for Sectoral Implementation","To implement Integrated water resource management systems;|To coordinate multi-stakeholder relations through improved legal policies and efficient management;|To strengthen human resource capacity to deal with technical issues;|To enhance hydrological monitoring and research for river flow regulation;|To construct water reservoirs and water diversion facilities to transfer water resources to dry regions.",2
"Sectoral Information","Capacity Building Needs for Sectoral Implementation","To provide equipment and machineries to carry out forest cleaning activities;|To train human resources for forest management practices.",2
"Sectoral Information","Capacity Building Needs for Sectoral Implementation","Training Afghan climate policy experts",2
"Sectoral Information","Capacity Building Needs for Sectoral Implementation","Vocational and engineering capacity to design, build and maintain climate friendly irrigation networks and local schemes",2
"Sectoral Information","Capacity Building Needs for Sectoral Implementation","Yes, needs capacity building in peri-urban areas in Djibouti and three regional administrative centres",2
"Sectoral Information","Capacity Building Needs for Sectoral Implementation","""Capacity-building of responsible agencies to enhance early warning systems for disaster management in human settlement and security, agriculture, tourism, and health sectors.""",1
"Sectoral Information","Capacity Building Needs for Sectoral Implementation","""Capacity building of sectoral and subnational agencies to integrate adaptation and mitigation measures into their respective planning processes.""<br>""Support to sectoral agencies to develop climate resilient index in 6 sectors under NAP, namely, water resources management, agriculture and food security, tourism, public health, natural resources management, and human settlements and security to provide updated information and climate resilient evaluation for both policy makers and the general public.""",1
"Sectoral Information","Capacity Building Needs for Sectoral Implementation","""Technical support to promote community participation in the preservation and conservation of natural resources, ecosystems, and biodiversity""",1
"Sectoral Information","Capacity Building Needs for Sectoral Implementation","Collecting, analyzing and applying hydro-meteorological and climate data for decision-making and dissemination of early warnings",1
"Sectoral Information","Capacity Building Needs for Sectoral Implementation","Conducting vulnerability assessments and identifying climate risks and adaptation options|Mainstreaming climate change into policies, strategies and action plans|Developing and implementing community-based adaptation plans|Enhancing cross-sectoral and inter-ministerial coordination of climate change actions|Sharing of best practices and lessons learned to inform the selection of adaptation interventions to address specific climate threats|Conducting cost-benefit analyses of adaptation options to prioritise implementation of interventions",1
"Sectoral Information","Capacity Building Needs for Sectoral Implementation","Resilience building of all sectors and building institutional and legal structures around resilience; |Increase access to information on climate change; | Increase scientific knowledge on climate change; |Increase knowledge on new technology and how to use these technologies.",1
"Sectoral Information","Capacity Building Needs for Sectoral Implementation","Training of extension workers in risk management and risk transfer mechanism | Developing an institutional set-up for providing agriculture insurance | Farmer field schools to build awareness of agriculture insurance options | Study tours of government officials / members of the financial sector in other relevant countries | Pre-feasibility study to assess viability and capacity gaps pertaining to the development of national weather index insurance system<br>Training programs on climate change and CSA for national, sub-national and local authorities by national and international experts | Training programs on climate change and CSA financing needs for banks and micro-finance institutions | Farmer field schools focused on specific CSA activities (e.g. soil conservation). | Exposure visits of farmer groups to different regions to learn about specific CSA activities | Curriculum development/enhancement within universities and technical institutes providing training for extensions workers on climate change and CSA practices",1
